Date,Ticker,Sector,risk_rank,stability_group,stable,industry_status,industry_unknown,balanced_verified,balanced_eligible,vol_ann_120d,beta_120d
2023-02-28,OTIS,Industrials,1,Stable,True,STABLE,False,True,True,0.23021579,0.77273774
2023-02-28,OXY,Energy,2,Middle,False,MIDDLE,False,False,False,0.3918595,0.9220898
2023-02-28,PAYC,Unknown,3,Risky,False,RISKY,False,False,False,0.46107206,1.4442568
2023-02-28,PAYX,Industrials,2,Middle,False,MIDDLE,False,False,False,0.2658225,0.98677725
2023-02-28,PCAR,Industrials,1,Stable,True,STABLE,False,True,True,0.25944743,0.72414875
2023-02-28,PCG,Utilities,1,Stable,True,STABLE,False,True,True,0.2974625,0.6889287
2023-02-28,PEG,Utilities,1,Stable,True,MIDDLE,False,False,False,0.27483222,0.85993963
2023-02-28,PEP,Consumer Staples,1,Stable,True,STABLE,False,True,True,0.18372646,0.4844027
2023-02-28,PFE,Health Care,1,Stable,True,STABLE,False,True,True,0.2430843,0.5525069
2023-02-28,PFG,Financials,2,Middle,False,MIDDLE,False,False,False,0.28407037,0.98922384
2023-02-28,PG,Consumer Staples,1,Stable,True,STABLE,False,True,True,0.17626032,0.52880865
2023-02-28,PGR,Financials,1,Stable,True,STABLE,False,True,True,0.23959517,0.5206905
2023-02-28,PH,Industrials,2,Middle,False,MIDDLE,False,False,False,0.2951192,1.0737245
2023-02-28,PHM,Consumer Discretionary,2,Middle,False,MIDDLE,False,False,False,0.40611315,1.3532189
2023-02-28,PKG,Materials,2,Middle,False,STABLE,False,False,False,0.32555634,0.8542718
2023-02-28,PLD,Real Estate,2,Middle,False,RISKY,False,False,False,0.33337706,1.0898374
2023-02-28,PM,Consumer Staples,1,Stable,True,STABLE,False,True,True,0.2137281,0.6278223
2023-02-28,PNC,Financials,2,Middle,False,MIDDLE,False,False,False,0.32337138,1.0853713
2023-02-28,PNR,Industrials,2,Middle,False,MIDDLE,False,False,False,0.3762925,1.3585756
2023-02-28,PNW,Utilities,1,Stable,True,STABLE,False,True,True,0.2571313,0.7593217
2023-02-28,POOL,Unknown,3,Risky,False,RISKY,False,False,False,0.44293728,1.4775954
2023-02-28,PPG,Materials,2,Middle,False,MIDDLE,False,False,False,0.3558175,1.259121
2023-02-28,PPL,Utilities,1,Stable,True,STABLE,False,True,True,0.24498037,0.7813349
2023-02-28,PRU,Financials,2,Middle,False,MIDDLE,False,False,False,0.27098036,0.95288813
2023-02-28,PSA,Real Estate,1,Stable,True,MIDDLE,False,False,False,0.2936155,0.83622456
2023-02-28,PSX,Energy,2,Middle,False,MIDDLE,False,False,False,0.36997133,0.81262213
2023-02-28,PTC,Information Technology,1,Stable,True,STABLE,False,True,True,0.2911988,0.8712317
2023-02-28,PWR,Industrials,2,Middle,False,MIDDLE,False,False,False,0.33703545,1.0334384
2023-02-28,PXD,Unknown,2,Middle,False,MIDDLE,False,False,False,0.39476976,0.8210215
2023-02-28,PYPL,Financials,2,Middle,False,RISKY,False,False,False,0.4309336,1.2744021
2023-02-28,QCOM,Information Technology,3,Risky,False,RISKY,False,False,False,0.43043283,1.5388914
2023-02-28,QRVO,Unknown,3,Risky,False,RISKY,False,False,False,0.44717172,1.5049068
2023-02-28,RCL,Consumer Discretionary,3,Risky,False,RISKY,False,False,False,0.5907619,1.4956496
2023-02-28,REG,Real Estate,2,Middle,False,MIDDLE,False,False,False,0.28406724,0.90832955
2023-02-28,REGN,Health Care,1,Stable,True,STABLE,False,True,True,0.3713353,0.57961607
2023-02-28,RF,Financials,2,Middle,False,MIDDLE,False,False,False,0.30301094,0.93366176
2023-02-28,RHI,Unknown,2,Middle,False,MIDDLE,False,False,False,0.3447772,0.9878865
2023-02-28,RJF,Financials,1,Stable,True,MIDDLE,False,False,False,0.2956943,0.7269473
2023-02-28,RL,Consumer Discretionary,2,Middle,False,MIDDLE,False,False,False,0.40237194,1.238482
2023-02-28,RMD,Health Care,1,Stable,True,STABLE,False,True,True,0.29345787,0.7794571
2023-02-28,ROK,Industrials,2,Middle,False,MIDDLE,False,False,False,0.33813787,1.214503
2023-02-28,ROL,Industrials,1,Stable,True,STABLE,False,True,True,0.2601486,0.41878968
2023-02-28,ROP,Information Technology,1,Stable,True,STABLE,False,True,True,0.24281034,0.80685645
2023-02-28,ROST,Consumer Discretionary,2,Middle,False,MIDDLE,False,False,False,0.32718664,0.9304179
2023-02-28,RSG,Industrials,1,Stable,True,STABLE,False,True,True,0.21589954,0.49312255
2023-02-28,RTX,Industrials,1,Stable,True,STABLE,False,True,True,0.23267505,0.60247004
2023-02-28,RVTY,Health Care,2,Middle,False,MIDDLE,False,False,False,0.3659406,1.2088996
2023-02-28,SBAC,Real Estate,2,Middle,False,RISKY,False,False,False,0.34535673,1.0703129
2023-02-28,SBUX,Consumer Discretionary,2,Middle,False,STABLE,False,False,False,0.3028988,0.8656195
2023-02-28,SCHW,Financials,1,Stable,True,STABLE,False,True,True,0.2945932,0.59618324
2023-02-28,SEDG,Unknown,3,Risky,False,RISKY,False,False,False,0.6439794,1.6344843
2023-02-28,SEE,Unknown,2,Middle,False,MIDDLE,False,False,False,0.34600797,1.1298183
2023-02-28,SHW,Materials,2,Middle,False,MIDDLE,False,False,False,0.36917555,1.1430583
2023-02-28,SIVB,Unknown,3,Risky,False,RISKY,False,False,False,0.71053827,1.686992
2023-02-28,SJM,Consumer Staples,1,Stable,True,STABLE,False,True,True,0.1691577,0.1860237
2023-02-28,SLB,Energy,2,Middle,False,MIDDLE,False,False,False,0.43568113,0.8422696
2023-02-28,SNA,Industrials,1,Stable,True,STABLE,False,True,True,0.24353799,0.83723223
2023-02-28,SNPS,Information Technology,2,Middle,False,MIDDLE,False,False,False,0.36289513,1.2215886
2023-02-28,SO,Utilities,1,Stable,True,STABLE,False,True,True,0.249659,0.75272936
2023-02-28,SPG,Real Estate,2,Middle,False,MIDDLE,False,False,False,0.30710626,1.0277603
2023-02-28,SPGI,Financials,2,Middle,False,MIDDLE,False,False,False,0.30532566,1.1282185
2023-02-28,SRE,Utilities,1,Stable,True,STABLE,False,True,True,0.2609097,0.7376788
2023-02-28,STE,Health Care,2,Middle,False,MIDDLE,False,False,False,0.37534466,1.0773206
2023-02-28,STLD,Materials,2,Middle,False,MIDDLE,False,False,False,0.43431184,0.99032485
2023-02-28,STT,Financials,2,Middle,False,RISKY,False,False,False,0.36001977,1.208008
2023-02-28,STX,Information Technology,3,Risky,False,MIDDLE,False,False,False,0.43650535,1.3324429
2023-02-28,STZ,Consumer Staples,1,Stable,True,MIDDLE,False,False,False,0.26308292,0.7508804
2023-02-28,SWK,Industrials,3,Risky,False,MIDDLE,False,False,False,0.43643025,1.5421648
2023-02-28,SWKS,Information Technology,3,Risky,False,RISKY,False,False,False,0.44350144,1.5819781
2023-02-28,SYF,Financials,3,Risky,False,RISKY,False,False,False,0.43468,1.4282647
2023-02-28,SYK,Health Care,2,Middle,False,MIDDLE,False,False,False,0.32088354,0.9831004
2023-02-28,SYY,Consumer Staples,1,Stable,True,MIDDLE,False,False,False,0.23902819,0.7242952
2023-02-28,T,Communication Services,1,Stable,True,STABLE,False,True,True,0.2556066,0.5792655
2023-02-28,TAP,Consumer Staples,1,Stable,True,MIDDLE,False,False,False,0.25304353,0.6237361
2023-02-28,TDG,Industrials,2,Middle,False,MIDDLE,False,False,False,0.3103947,1.116358
2023-02-28,TDY,Information Technology,2,Middle,False,STABLE,False,False,False,0.2780909,0.9749635
2023-02-28,TECH,Health Care,2,Middle,False,MIDDLE,False,False,False,0.379172,1.1714971
2023-02-28,TEL,Information Technology,2,Middle,False,MIDDLE,False,False,False,0.31465676,1.2160329
2023-02-28,TER,Information Technology,3,Risky,False,RISKY,False,False,False,0.43077567,1.5643535
2023-02-28,TFC,Financials,2,Middle,False,MIDDLE,False,False,False,0.327892,1.1387303
2023-02-28,TFX,Unknown,2,Middle,False,MIDDLE,False,False,False,0.35144067,0.99199784
2023-02-28,TGT,Consumer Staples,2,Middle,False,RISKY,False,False,False,0.40316877,1.1237956
2023-02-28,TJX,Consumer Discretionary,1,Stable,True,STABLE,False,True,True,0.24113642,0.6772544
2023-02-28,TMO,Health Care,2,Middle,False,MIDDLE,False,False,False,0.30046627,0.9836257
2023-02-28,TMUS,Communication Services,1,Stable,True,STABLE,False,True,True,0.24331813,0.58197147
2023-02-28,TPR,Consumer Discretionary,2,Middle,False,MIDDLE,False,False,False,0.3939898,1.2345991
2023-02-28,TRGP,Energy,2,Middle,False,RISKY,False,False,False,0.38945147,1.1300529
2023-02-28,TRMB,Information Technology,3,Risky,False,RISKY,False,False,False,0.43960196,1.5425383
2023-02-28,TROW,Financials,3,Risky,False,RISKY,False,False,False,0.4607114,1.7294556
2023-02-28,TRV,Financials,1,Stable,True,STABLE,False,True,True,0.2301319,0.47506052
2023-02-28,TSCO,Consumer Discretionary,2,Middle,False,STABLE,False,False,False,0.30057865,0.8799106
2023-02-28,TSLA,Consumer Discretionary,3,Risky,False,RISKY,False,False,False,0.7087621,1.5158504
2023-02-28,TSN,Consumer Staples,1,Stable,True,MIDDLE,False,False,False,0.23913738,0.71766627
2023-02-28,TT,Industrials,2,Middle,False,MIDDLE,False,False,False,0.2996197,1.028717
2023-02-28,TTWO,Communication Services,2,Middle,False,MIDDLE,False,False,False,0.41543293,0.9348851
2023-02-28,TXN,Information Technology,2,Middle,False,MIDDLE,False,False,False,0.30691296,1.1597873
2023-02-28,TXT,Industrials,2,Middle,False,MIDDLE,False,False,False,0.2940641,1.0532777
2023-02-28,TYL,Information Technology,2,Middle,False,MIDDLE,False,False,False,0.38689324,1.2056698
2023-02-28,UAL,Industrials,2,Middle,False,MIDDLE,False,False,False,0.41932547,1.0655273
2023-02-28,UDR,Real Estate,2,Middle,False,MIDDLE,False,False,False,0.30652887,0.94792753
2023-02-28,UHS,Health Care,2,Middle,False,MIDDLE,False,False,False,0.39223096,0.87767905
2023-02-28,ULTA,Consumer Discretionary,1,Stable,True,STABLE,False,True,True,0.24338236,0.59563255
2023-02-28,UNH,Health Care,1,Stable,True,STABLE,False,True,True,0.23332354,0.42942804
2023-02-28,UNP,Industrials,2,Middle,False,MIDDLE,False,False,False,0.3156774,0.90079594
2023-02-28,UPS,Industrials,2,Middle,False,MIDDLE,False,False,False,0.29785797,1.0142314
2023-02-28,URI,Industrials,2,Middle,False,MIDDLE,False,False,False,0.37872586,1.3422937
2023-02-28,USB,Financials,1,Stable,True,MIDDLE,False,False,False,0.284856,0.8428003
2023-02-28,V,Financials,1,Stable,True,STABLE,False,True,True,0.24366699,0.83731025
2023-02-28,VFC,Unknown,3,Risky,False,RISKY,False,False,False,0.52960134,1.4892776
2023-02-28,VICI,Real Estate,1,Stable,True,STABLE,False,True,True,0.23002341,0.66000974
2023-02-28,VLO,Energy,2,Middle,False,MIDDLE,False,False,False,0.42569435,0.8326013
2023-02-28,VMC,Materials,2,Middle,False,STABLE,False,False,False,0.3045335,1.0005665
2023-02-28,VRSK,Industrials,2,Middle,False,MIDDLE,False,False,False,0.2832055,0.96517307
2023-02-28,VRSN,Information Technology,2,Middle,False,STABLE,False,False,False,0.29799747,1.0126553
2023-02-28,VRTX,Health Care,1,Stable,True,STABLE,False,True,True,0.30730107,0.5478602
2023-02-28,VTR,Real Estate,2,Middle,False,RISKY,False,False,False,0.32972446,0.9861539
2023-02-28,VTRS,Health Care,2,Middle,False,MIDDLE,False,False,False,0.35099438,0.87118226
2023-02-28,VZ,Communication Services,1,Stable,True,STABLE,False,True,True,0.22791137,0.49154747
2023-02-28,WAB,Industrials,1,Stable,True,STABLE,False,True,True,0.2587327,0.93819654
2023-02-28,WAT,Health Care,2,Middle,False,MIDDLE,False,False,False,0.32808396,0.99064696
2023-02-28,WBA,Unknown,2,Middle,False,MIDDLE,False,False,False,0.32263356,0.99679714
2023-02-28,WBD,Communication Services,3,Risky,False,RISKY,False,False,False,0.60080665,1.4783196
2023-02-28,WDC,Information Technology,3,Risky,False,RISKY,False,False,False,0.4936458,1.5437907
2023-02-28,WEC,Utilities,1,Stable,True,STABLE,False,True,True,0.25599125,0.78039545
2023-02-28,WELL,Real Estate,2,Middle,False,MIDDLE,False,False,False,0.33011776,0.8305475
2023-02-28,WFC,Financials,1,Stable,True,MIDDLE,False,False,False,0.26774892,0.8147963
2023-02-28,WHR,Unknown,2,Middle,False,MIDDLE,False,False,False,0.37387246,1.2829994
2023-02-28,WM,Industrials,1,Stable,True,STABLE,False,True,True,0.20571016,0.51270175
2023-02-28,WMB,Energy,1,Stable,True,STABLE,False,True,True,0.28657475,0.84176636
2023-02-28,WMT,Consumer Staples,1,Stable,True,STABLE,False,True,True,0.20892453,0.54227954
2023-02-28,WRB,Financials,1,Stable,True,STABLE,False,True,True,0.2502441,0.3810934
2023-02-28,WST,Health Care,3,Risky,False,RISKY,False,False,False,0.5131045,1.3135817
2023-02-28,WTW,Financials,1,Stable,True,STABLE,False,True,True,0.24169563,0.7930221
2023-02-28,WY,Real Estate,2,Middle,False,RISKY,False,False,False,0.33568498,1.1734099
2023-02-28,WYNN,Consumer Discretionary,2,Middle,False,MIDDLE,False,False,False,0.5314627,0.82329583
2023-02-28,XEL,Utilities,1,Stable,True,MIDDLE,False,False,False,0.25692257,0.81163156
2023-02-28,XOM,Energy,1,Stable,True,STABLE,False,True,True,0.30267683,0.7470099
2023-02-28,XRAY,Unknown,2,Middle,False,MIDDLE,False,False,False,0.41451266,1.131599
2023-02-28,XYL,Industrials,2,Middle,False,MIDDLE,False,False,False,0.32453665,1.0342575
2023-02-28,YUM,Consumer Discretionary,1,Stable,True,STABLE,False,True,True,0.19971687,0.5394058
2023-02-28,ZBH,Health Care,1,Stable,True,STABLE,False,True,True,0.2578604,0.8411211
2023-02-28,ZBRA,Information Technology,3,Risky,False,RISKY,False,False,False,0.50329554,1.5794297
2023-02-28,ZION,Unknown,2,Middle,False,MIDDLE,False,False,False,0.36546463,1.2414209
2023-02-28,ZTS,Health Care,2,Middle,False,MIDDLE,False,False,False,0.34830397,1.0749934
2023-08-21,A,Health Care,2,Middle,False,MIDDLE,False,False,False,0.26232913,1.0217208
2023-08-21,AAL,Unknown,2,Middle,False,MIDDLE,False,False,False,0.355084,1.5067054
2023-08-21,AAP,Unknown,3,Risky,False,RISKY,False,False,False,0.6989249,1.4657364
2023-08-21,AAPL,Information Technology,2,Middle,False,STABLE,False,False,False,0.1932372,1.1006373
2023-08-21,ABBV,Health Care,1,Stable,True,STABLE,False,True,True,0.22115718,0.07420096
2023-08-21,ABT,Health Care,1,Stable,True,STABLE,False,True,True,0.20792134,0.63774467
2023-08-21,ACGL,Financials,2,Middle,False,STABLE,False,False,False,0.2745888,0.9846934
2023-08-21,ACN,Information Technology,2,Middle,False,STABLE,False,False,False,0.22760285,1.1111459
2023-08-21,ADBE,Information Technology,2,Middle,False,MIDDLE,False,False,False,0.3234685,1.785301
2023-08-21,ADI,Information Technology,2,Middle,False,STABLE,False,False,False,0.26890332,1.2264073
2023-08-21,ADM,Consumer Staples,1,Stable,True,RISKY,False,False,False,0.2363507,0.9290355
2023-08-21,ADP,Industrials,1,Stable,True,STABLE,False,True,True,0.19005224,0.85934526
2023-08-21,ADSK,Information Technology,2,Middle,False,MIDDLE,False,False,False,0.27517942,1.5185168
2023-08-21,AEE,Utilities,1,Stable,True,MIDDLE,False,False,False,0.20001812,0.42108113
2023-08-21,AEP,Utilities,1,Stable,True,STABLE,False,True,True,0.20218657,0.2972233
2023-08-21,AES,Utilities,2,Middle,False,RISKY,False,False,False,0.2979647,1.2535563
2023-08-21,AFL,Financials,1,Stable,True,STABLE,False,True,True,0.21400306,0.9140992
2023-08-21,AIG,Financials,2,Middle,False,MIDDLE,False,False,False,0.32627043,1.5345844
2023-08-21,AIZ,Financials,1,Stable,True,STABLE,False,True,True,0.29989767,0.7559847
2023-08-21,AJG,Financials,1,Stable,True,STABLE,False,True,True,0.1827313,0.70303994
2023-08-21,AKAM,Information Technology,1,Stable,True,STABLE,False,True,True,0.24971952,0.89639986
2023-08-21,ALB,Materials,3,Risky,False,RISKY,False,False,False,0.42609787,1.4315488
2023-08-21,ALGN,Health Care,3,Risky,False,RISKY,False,False,False,0.42513746,1.3128769
2023-08-21,ALK,Unknown,2,Middle,False,MIDDLE,False,False,False,0.3278187,1.0926825
2023-08-21,ALL,Financials,2,Middle,False,STABLE,False,False,False,0.29824603,0.8508277
2023-08-21,ALLE,Industrials,2,Middle,False,MIDDLE,False,False,False,0.28514466,1.277371
2023-08-21,AMAT,Information Technology,2,Middle,False,MIDDLE,False,False,False,0.33722776,1.3990327
2023-08-21,AMCR,Materials,1,Stable,True,STABLE,False,True,True,0.21498112,0.8297585
2023-08-21,AMD,Information Technology,3,Risky,False,RISKY,False,False,False,0.46871838,1.5149603
2023-08-21,AME,Industrials,1,Stable,True,STABLE,False,True,True,0.18905045,0.91349936
